"id","banque_id","commentaire","note","date_review","sentiment","langue","topic"
"439","ChIJtf6IH-NEoA0RXvHT6nJRFEY","Service is too slow","1.0","2022-07-25 11:58:21","Neutral","en","Topic 1"
"362","ChIJ-SwZlK54DA0R_7RRaOGGNKo","Despite the lack of agencies, the customer service is great !","5.0","2025-01-01 08:52:27","Positive","en","Topic 1"
"363","ChIJ-SwZlK54DA0R_7RRaOGGNKo","Had some small problems with the Bank at 1st but all good now, this Bank is amazing customer service is amazing International transfers are fast.","5.0","2022-02-19 06:55:20","Positive","en","Topic 0"
"364","ChIJ-SwZlK54DA0R_7RRaOGGNKo","The experience was very bad. Even if I informed the bank that I'm passing by, nothing has been done.","1.0","2022-06-24 10:21:49","Negative","en","Topic 3"
"365","ChIJ-SwZlK54DA0R_7RRaOGGNKo","Toop agance","5.0","2024-05-06 15:25:57","Neutral","pl","Topic 3"
"366","ChIJt1BiwDETpw0R3g5ccWNwj0E","I opened a cfg account thinking I would benefit from a decent service, but I was really disappointed. Already the advisors are haughty and if we don't have millions in the account, we aren't very well received. Also The banking application is slow, and is one of the worst on the market, even the one from cih is far better. In short, it's not worth it, you won't find the service you're hoping for and you'll waste your time and energy.","1.0","2023-06-20 22:02:49","Negative","en","Topic 1"
"367","ChIJt1BiwDETpw0R3g5ccWNwj0E","I opened my account remotely with an advisor at Casa, he was great!!! Very responsive and very accommodating!
I was in Rabat I needed to do my operations on site I went to the nearest agency (Hay riad) a real disaster!! The person who took care of me is very kind but unfortunately kindness is not everything !!Incredible waiting time! Reactivity at -0!
For a very simple transaction we had to go to the bank several times!
I think the bank is good but it depends who you end up with!","1.0","2022-04-26 12:38:43","Positive","unknown","Topic 0"
"368","ChIJt1BiwDETpw0R3g5ccWNwj0E","CFG Bank branch located in the future Ennakhil Hay Riad near the View Rabat hotel
Fast service and professional team","5.0","2022-07-03 11:36:30","Neutral","unknown","Topic 1"
"369","ChIJt1BiwDETpw0R3g5ccWNwj0E","I had an excellent experience with CFG Bank. The service was impeccable and the staff very professional. I highly recommend this bank to everyone","5.0","2023-08-27 19:31:11","Positive","en","Topic 3"
"370","ChIJt1BiwDETpw0R3g5ccWNwj0E","The worst bank I have ever seen!!! It takes 66dh per month from you for a pretty lousy service! 4 times my bank card has been swallowed by the counters because of their rotten systems! Each time they tell me that the problem will be resolved within 24 hours and always the same problem! Not forgetting an overdraft request for 2000dh which has been 1 month now since I got any response!! Without forgetting that I deposited my salary direct debit in February with them to reduce the monthly fees to 33dh and until now I have been billed for two months at 66dh! Sincerely I regret having set foot in this bank at the beginning it fascinates you with the advanced equipment but then you discover that it is a fairly materialistic bank, they need customers with millions that's why their agencies are in strategic locations.","1.0","2019-05-15 11:10:24","Negative","en","Topic 0"
"371","ChIJUd5ICwbvrw0RkwChea00CUQ","This is the best Bank which I have experienced in Morocco. They are professional and friendly, they're always ready for help you, I do sincerely recommend you, by the way thank you very much to Miss Salma","5.0","2024-08-26 18:26:09","Positive","en","Topic 3"
"372","ChIJUd5ICwbvrw0RkwChea00CUQ","I had horrible experiences with Moroccan banks, such as poor customer service, delayed transactions, broken ATMs, and so on, until I heard about CFG Bank. I signed up as a client, they treated me like a princess! Every time I call their call center, they respond quickly... they even call you back if they miss your call, which is unusual for banks here. The staff are incredibly humble and friendly. I hope they open more offices across the city and country. I think their monthly charge is not expensive in comparison to what they're delivering. You want ra7t lbal you pay for it!","5.0","2023-04-10 12:29:12","Negative","en","Topic 3"
"375","ChIJUd5ICwbvrw0RkwChea00CUQ","Service is catastrophic. You wait for hours and when it's your turn they say yes, come back tomorrow","1.0","2024-03-26 16:45:16","Negative","en","Topic 3"
"550","ChIJ2bKip8vKCw0ROQTaKL8MpJo","","5.0","2016-12-12 16:57:40","Neutral","ht","Topic 0"
"376","ChIJW8vItj7Tpw0RkPxPuG_t5d0","This well be really nice building, for the best Bank in Morocco. Their service is outstanding.Great job CFG","5.0","2022-10-05 03:39:37","Positive","en","Topic 3"
"377","ChIJW8vItj7Tpw0RkPxPuG_t5d0","","5.0","2024-11-07 10:43:42","Neutral","ht","Topic 0"
"378","ChIJW8vItj7Tpw0RkPxPuG_t5d0","","5.0","2024-09-15 18:29:39","Neutral","ht","Topic 0"
"379","ChIJW8vItj7Tpw0RkPxPuG_t5d0","","5.0","2024-09-03 22:58:00","Neutral","ht","Topic 0"
"380","ChIJW8vItj7Tpw0RkPxPuG_t5d0","","5.0","2024-08-30 10:17:41","Neutral","ht","Topic 0"
"381","ChIJRf-Vfi0tpg0R-pWKt1CkB-A","","5.0","2025-02-06 10:08:29","Neutral","ht","Topic 0"
"382","ChIJRf-Vfi0tpg0R-pWKt1CkB-A","","5.0","2017-11-21 11:24:05","Neutral","ht","Topic 0"
"383","ChIJ2wqrkL3Spw0REE-Km34IMLc","I love your transparency and honesty. Focusing too much on Good looking and shining 🌟 Outlook while underperforming in client advisory and providing necessary information ℹ️ don't seem to be a good strategy. Can be better. You deserve better! Good luck 🤞","3.0","2021-11-09 12:03:18","Positive","en","Topic 1"
"384","ChIJ2wqrkL3Spw0REE-Km34IMLc","Complaint processing time for unsuccessful withdrawal already 1 month and still no response. Very disappointing","1.0","2025-02-06 13:00:40","Negative","en","Topic 2"
"385","ChIJ2wqrkL3Spw0REE-Km34IMLc","I would like to share my positive experience with my professional bank. The services offered are truly excellent and the staff are incredibly attentive to my needs. In particular, I would like to warmly thank the lady in the office who is always available to help me find solutions for my professional needs.

His attention and patience allowed me to resolve many problems and obtain clear answers to my questions. It is always a pleasure to do business with her and I am delighted to receive such excellent customer service.

Overall, I highly recommend this professional bank to anyone looking for quality banking services and attentive, knowledgeable staff. Thanks again to the whole team for their excellent work!","5.0","2023-04-28 02:37:32","Positive","unknown","Topic 3"
"386","ChIJ2wqrkL3Spw0REE-Km34IMLc","I should have seen the Google reviews before choosing this agency. A bank that I highly recommend, but unfortunately an agency that I strongly advise against. Not available, ZERO customer service and above all an advisor (Myriam R) who looks down on you, unprofessional and never available. She's the worst advisor I've had since opening my first bank account!!!!
In my opinion, I think she chose the wrong profession. I don't know what she can do in her life but one thing is sure not to be a bank advisor.

If I could give this agency zero stars, I would!!!","1.0","2021-06-01 14:04:56","Negative","unknown","Topic 3"
"440","ChIJtf6IH-NEoA0RXvHT6nJRFEY","Service 0 star","1.0","2022-08-08 09:07:08","Neutral","en","Topic 2"
"387","ChIJ2wqrkL3Spw0REE-Km34IMLc","Horrible contact with this office, always absent, no phone answer, when they have a problem it's up to you to solve it, the ATM doesn't work, they refuse to take checks and the answer is; I quote; find another ATM that works if you want to deposit your check, we are not allowed to take it in an agency!!!
As if a business manager had the time to go around the ATMs of Casablanca to deposit a check.
I strongly advise against this bank.","1.0","2021-08-13 11:20:48","Negative","unknown","Topic 3"
"388","ChIJ6yqKy1Brpw0RcZYFaDmLq6k","Belle architecture","4.0","2017-02-21 08:39:23","Neutral","en","Topic 3"
"389","ChIJ6yqKy1Brpw0RcZYFaDmLq6k","I am extremely disappointed with the service offered by this agency. To certify a check, I followed their instructions and submitted an application as requested. However, they required that this request be written on letterhead, which seems unnecessary and unjustified to me in this specific case.

I had to wait a very long time for a service that was nevertheless simple. The staff was unwelcoming and unprofessional. My problem was only taken seriously after the intervention of an influential lady in the field, which is unfortunate for an ordinary customer.

As a customer, I expected more serious, rapid and respectful treatment.
This experience left me with a very negative impression, and I am now considering other banking options if improvements are not made.

I hope that the bank will take concrete measures to strengthen the quality of its services and better meet the expectations of its customers in the future.","1.0","2025-01-15 11:24:06","Negative","unknown","Topic 3"
"390","ChIJ6yqKy1Brpw0RcZYFaDmLq6k","A somewhat amateur bank. We just keep the account until the end of the annual commitment but otherwise we no longer use it. Exhorbitant prices for a lack of information and poor service. Only the armchairs are good.","1.0","2025-03-10 10:04:04","Negative","en","Topic 2"
"391","ChIJ6yqKy1Brpw0RcZYFaDmLq6k","warm welcome respectful hotline but nothing is done, really disgusted with this bank","1.0","2024-11-07 16:19:55","Negative","en","Topic 0"
"392","ChIJ6yqKy1Brpw0RcZYFaDmLq6k","Horrible experience, 45 minutes to get to the checkout, 4 checkouts available, one person working. A very cold welcome.","1.0","2022-01-17 15:15:37","Neutral","en","Topic 1"
"393","ChIJ4TdNue_Spw0R814ilyi3oxQ","Zero customer service.
I asked to open an account they asked for my Morocan id, I have Moroccan and American passports and driver license and none work for them . I needed Morocan ID to open an account? Morocan passport Hase everything on the ID . Plus no one can have a passport with out ID. Just forget mine back in the states.
Shame that this things happen in 2024","1.0","2024-08-12 12:17:22","Negative","unknown","Topic 1"
"394","ChIJ4TdNue_Spw0R814ilyi3oxQ","Hard to get on the phone... Emails can take days with no answer.","1.0","2020-03-26 15:11:07","Negative","en","Topic 0"
"395","ChIJ4TdNue_Spw0R814ilyi3oxQ","Je tiens à exprimer toute ma satisfaction et ma gratitude envers Yasmine, la meilleure conseillère avec qui j’ai eu l’occasion de traiter au sein de CFG Bank – Agence Casa Racine

Son professionnalisme, sa réactivité et son sens du service client font toute la différence. Toujours à l’écoute, elle prend le temps de comprendre les besoins et d’apporter des solutions adaptées avec une grande efficacité. Sa bienveillance et son engagement rendent chaque échange fluide et agréable.. et surtout Bon courage a toute l'équipe de l'agence CASA RACINE","5.0","2025-03-18 02:31:59","Positive","unknown","Topic 3"
"396","ChIJ4TdNue_Spw0R814ilyi3oxQ","A big thank you to Yasmine who was very professional and efficient.","5.0","2025-03-17 15:05:32","Positive","en","Topic 0"
"397","ChIJ4TdNue_Spw0R814ilyi3oxQ","Worst bank. You have 12,000 dh deposited in this bank. You only have the right to use 17dh for purchases by card!!!!!!!! What? You call your bank responsible for resolving this problem by appointment, the call center says there is no way to increase unlimited use. It will be resolved but oh well. Extreme stress. I RECOMMEND OTHER BANKS NOT THIS ONE. Good luck","1.0","2024-06-06 12:13:41","Positive","en","Topic 2"
"398","ChIJRSiDx-jSpw0R4RDOd2rr7ds","Worst service I’ve experienced at a bank. 6 cashiers and only one is actually working. When you ask a question their answer is « can’t you see we are working here ».","1.0","2023-12-28 11:20:46","Negative","en","Topic 3"
"399","ChIJRSiDx-jSpw0R4RDOd2rr7ds","Good","4.0","2018-07-31 15:42:31","Positive","en","Topic 0"
"400","ChIJRSiDx-jSpw0R4RDOd2rr7ds","At the beginning it was an efficient and fast bank, but over time it got worse: endless waiting, advisor who didn't answer the phone.
We see that there are staff in the offices but not at the counters to receive customers: today 1 in 5 counters is open, we are waiting.
Really disappointed that the quality of customer relations is no longer there!","1.0","2024-09-05 09:41:16","Negative","unknown","Topic 0"
"430","ChIJw9bQ29haoA0RxzInTJKRSxY","The worst client services ever","1.0","2021-01-30 11:57:48","Negative","en","Topic 3"
"431","ChIJw9bQ29haoA0RxzInTJKRSxY","Poor service","1.0","2023-05-04 12:08:38","Negative","en","Topic 3"
"401","ChIJRSiDx-jSpw0R4RDOd2rr7ds","A remarkable interlocutor with a lot of kindness and professionalism, Hiba ensured very good follow-up of my file! A big THANK YOU because you got me out of a difficult situation if I hadn't been able to get my card back...","5.0","2024-09-30 16:03:41","Positive","en","Topic 0"
"402","ChIJRSiDx-jSpw0R4RDOd2rr7ds","if you have an hour to spare go there
it's the perfect image of how little transformed a very cool concept into a nightmare for customers
The average waiting time is never less than 30 minutes, but the most shocking thing is not that, it is that the management has nothing to do......
PS: better go dressed in Prada, or similar, otherwise we won't take you seriously","1.0","2024-07-25 18:48:02","Positive","unknown","Topic 1"
"403","ChIJjZ_CFJPSpw0RlPRSbZyUnqY","My Experience with Soukaina has been superb! Process was streamline and would 100% recommend.","5.0","2024-02-19 11:01:55","Positive","en","Topic 3"
"404","ChIJjZ_CFJPSpw0RlPRSbZyUnqY","Very dissatisfied with the service, unfortunately I have just opened an account, and on my first operation in the ""Gauthier"" agency, really disgusted to the point of closing this account.
Really nothing to do with the palm staff. The reception really leaves something to be desired.","1.0","2025-01-21 11:17:51","Negative","unknown","Topic 1"
"405","ChIJjZ_CFJPSpw0RlPRSbZyUnqY","Agency open until 7 p.m., very useful for people who work during the day. The staff is very friendly and the design of the agency is very pleasant. CFG Bank will definitely change the image of the Moroccan bank which until now was a little too similar to the administration...","5.0","2018-01-22 19:07:29","Positive","en","Topic 1"
"406","ChIJjZ_CFJPSpw0RlPRSbZyUnqY","I recommend this agency and bank in general. I was accompanied by Soukaina during my stay in Casablanca and the quality of the support was excellent and very professional. I highly recommend this agency and my advisor to any foreigner who would come to settle in Casa for a more or less long period.","5.0","2023-09-02 12:26:30","Positive","en","Topic 3"
"407","ChIJjZ_CFJPSpw0RlPRSbZyUnqY","Good morning
Particularly concerning the Gauthier agency
The security guard is very rude and racist.
It does not reflect the image sold by this bank
This led me to consider closing my account; Fortunately, the palm tree agency where I have my account domiciled, the service is impeccable.
It is regrettable that certain fathers can tarnish the image of such a company.
I appreciate the speed of the service
Closing hours but staff
Review the staff","1.0","2021-01-25 15:31:59","Negative","unknown","Topic 1"
"408","ChIJd8GuJrnTpw0R-0BFppAVm1E","","1.0","2024-12-13 14:36:51","Neutral","ht","Topic 0"
"409","ChIJ9SlaOFgtpg0RFqdxU-buqYM","","3.0","2023-11-04 00:35:43","Neutral","ht","Topic 0"
"410","ChIJE91hwbUNpw0RtSSwxc-Bv1g","Convenient ATM","4.0","2022-06-03 12:45:47","Neutral","ca","Topic 1"
"411","ChIJE91hwbUNpw0RtSSwxc-Bv1g","","5.0","2020-05-15 12:56:26","Neutral","ht","Topic 0"
"412","ChIJ2e6RcNNtpw0RAOfMHYmel6o","The front-line team does everything to satisfy customers but you have the impression that they are afraid to consult their hierarchy at the agency when they feel overwhelmed by a new operation.  Result: Lots of errors and therefore customer frustration. Service for any international operation is very poor, lack of control of this type of operation at the agency level and disconnected managers.","2.0","2024-10-01 20:42:15","Negative","en","Topic 1"
"413","ChIJ2e6RcNNtpw0RAOfMHYmel6o","There are many different types of lagence on which there is a computer account with the banks of other countries. Donc katkoun in the face of my mother and the conseillers who had the same money with the bank, so that the sm3ch has the L9adia dial here, the lagence dialk kay t9atlou maak tay kay saybouk maak service, kay btasmou lagnce n9ia Lagent de security rojola mkaynch dik l3iba dial smh lina system tayh.
I feel free to download 3 dial banques hadouk li logo dialhoum khder (maymknch nkhser lhdra mais rah 9dam bzaf) w saybt charika diali maa li andhoum sfer w lorange (nari l3adab maa hadou may mknch)
I have a lot of money from the series and 3 la flous dialou w Kay hmouh les services imchi l cfg les banques lakhrin imken rkhes mais rah dak lwe9t li kay di3 like maahoum w douk les frais li kay zidouk fahc kat bghi dir chi virement wla chi haja rah ghady thsbha at l9a rask day3.
Lay 3z cfg ❤️","5.0","2024-10-17 10:42:10","Positive","unknown","Topic 1"
"414","ChIJ2e6RcNNtpw0RAOfMHYmel6o","Service 0 I do not recommend it You fail in your services","1.0","2024-09-18 10:55:05","Negative","en","Topic 0"
"415","ChIJ2e6RcNNtpw0RAOfMHYmel6o","Bad service and no one listens with a great lack of responsiveness and respect towards customers","1.0","2024-03-18 17:48:05","Neutral","en","Topic 1"
"416","ChIJ2e6RcNNtpw0RAOfMHYmel6o","","5.0","2023-07-12 15:06:54","Neutral","ht","Topic 0"
"417","ChIJwz_ZbNdEoA0RYifv58sc1qc","Emolyees need to understand that they are not doing us a favor by simply doing their job , it's your job and you can't do it correctly,  very bad service hope it becomes better","1.0","2024-01-29 18:28:49","Neutral","en","Topic 3"
"418","ChIJwz_ZbNdEoA0RYifv58sc1qc","So rude. Staff scream and insult customers!","1.0","2022-08-06 22:42:28","Negative","en","Topic 3"
"419","ChIJwz_ZbNdEoA0RYifv58sc1qc","Service nuuuuul","1.0","2021-03-24 11:09:35","Neutral","en","Topic 3"
"420","ChIJwz_ZbNdEoA0RYifv58sc1qc","Service 0","1.0","2022-08-25 12:07:11","Neutral","en","Topic 2"
"421","ChIJwz_ZbNdEoA0RYifv58sc1qc","Service👎👎👎 👎","1.0","2022-03-23 16:34:07","Neutral","en","Topic 3"
"422","ChIJxe6FsdhEoA0RabJ0Dv1ztQ4","For a 3-hour service operation, the service is null (one of the following ways) in the late afternoon or in other places.
In order to make a deposit, I waited for three hours in a row, poor service, only one deposit box. It should be at least two or three boxes.","1.0","2024-05-06 14:46:48","Negative","unknown","Topic 3"
"423","ChIJxe6FsdhEoA0RabJ0Dv1ztQ4","Service that doesn't even deserve a star. The security agent who gives priority to ""big customers"" who don't want to wait in line, the customer service representative who leaves for lunch without the slightest pressure and who takes her time leaving several people waiting knowing that they are supposed to work continuous hours. The second account manager does not answer the phone despite several calls on several successive days and does not bother to call back. I call the agency, they also don't answer, I just wish someone would explain to me what they do, they are supposed to serve the client, that's their job, and they don't do it.","1.0","2020-12-09 14:58:08","Positive","en","Topic 0"
"424","ChIJxe6FsdhEoA0RabJ0Dv1ztQ4","I do not recommend this bank, the customer has value, lousy service.","1.0","2024-09-18 11:12:00","Negative","en","Topic 3"
"425","ChIJxe6FsdhEoA0RabJ0Dv1ztQ4","Bad service. The employees keep talking and joking among themselves without worrying about the long queue of customers. MEDIOCRE. no respect no delicacy A CATASTROPHE. but do you take his opinions into consideration or not? service that doesn't even deserve a star!!!!!!!!!","1.0","2022-02-22 14:10:00","Negative","en","Topic 2"
"426","ChIJxe6FsdhEoA0RabJ0Dv1ztQ4","I swear to you that I have never experienced or heard bad service like this from this agency and more specifically the woman at the counter (L.H) who insists that insurance on the code30 account is mandatory and refuses to process requests for cancellation of services without directions from her manager. In simple words, that sucks!","1.0","2020-09-13 23:44:04","Negative","en","Topic 1"
"427","ChIJP0GpWZRFoA0R5_aV3T48MxU","Times to time, there is a lot of people","3.0","2023-09-14 16:19:45","Neutral","en","Topic 0"
"428","ChIJP0GpWZRFoA0R5_aV3T48MxU","","3.0","2023-08-17 17:46:11","Neutral","ht","Topic 0"
"429","ChIJw9bQ29haoA0RxzInTJKRSxY","The service is incredibly bad","1.0","2022-05-12 15:03:48","Negative","en","Topic 1"
"434","ChIJOUS66btaoA0RI9ZFcbQnS-k","Worst service I have ever seen, no sense of professionalism, I wonder how they can keep this kind of substandard staff.
Despite all these comments, I see that they do not care about their reputation.","1.0","2022-05-25 10:44:43","Negative","unknown","Topic 3"
"435","ChIJOUS66btaoA0RI9ZFcbQnS-k","0/10 lack of communication and unprofessional service","1.0","2024-12-02 13:17:47","Negative","en","Topic 0"
"436","ChIJOUS66btaoA0RI9ZFcbQnS-k","Stay away from this agency bad employee’s special the woman who’s going to be your assistant dik charfa lah y7re9 l3ro9 dmok fhad nhar","1.0","2022-01-18 14:37:43","Negative","en","Topic 1"
"437","ChIJOUS66btaoA0RI9ZFcbQnS-k","Worst humans are the employee of the bank don't know why they treat clients like that like if they hate they're work no sense of professionalism just bunch of nobies hanging there u don't deserve those posts","1.0","2021-02-01 13:36:53","Negative","en","Topic 2"
"438","ChIJOUS66btaoA0RI9ZFcbQnS-k","It's 8:35 AM and the agency is still closed","1.0","2023-04-13 08:40:31","Neutral","en","Topic 1"
"441","ChIJtf6IH-NEoA0RXvHT6nJRFEY","After 2 public holidays, inability of the bank to manage customer traffic, lies about computer failures and director who suffers the system and who does not even react, suddenly withdrawal of assets and closure of the account, customer satisfaction is not their priority bank to avoid","1.0","2021-10-22 11:36:09","Negative","en","Topic 2"
"442","ChIJtf6IH-NEoA0RXvHT6nJRFEY","The service is really mediocre, no professionalism on the part of the staff who take the customers for beggars, the advisors do what they want and as for the branch manager, he is just there for form!
My advice is to avoid going to this bank.","1.0","2020-03-10 09:13:02","Negative","unknown","Topic 1"
"443","ChIJtf6IH-NEoA0RXvHT6nJRFEY","Frankly, the lack of professionalism and rigor in this sector is surprising.","1.0","2024-05-03 09:19:49","Neutral","en","Topic 1"
"444","ChIJgUZcjhlFoA0R7iOzDRloxbQ","system always down
very bad service !!!","1.0","2023-04-20 12:33:51","Negative","unknown","Topic 1"
"445","ChIJgUZcjhlFoA0R7iOzDRloxbQ","To open an account. The girl is very unpleasant. Limit it gives information.","1.0","2024-07-03 14:01:24","Negative","en","Topic 1"
"446","ChIJgUZcjhlFoA0R7iOzDRloxbQ","Very nice.","4.0","2023-05-02 20:29:41","Positive","en","Topic 0"
"447","ChIJgUZcjhlFoA0R7iOzDRloxbQ","Gha","5.0","2022-11-14 14:53:32","Neutral","fr","Topic 0"
"448","ChIJgUZcjhlFoA0R7iOzDRloxbQ","","5.0","2024-04-05 18:40:39","Neutral","ht","Topic 0"
"449","ChIJE7WopWFFoA0RyIeETdh_bJI","Good bank for young people with average income","3.0","2021-12-01 09:35:01","Positive","en","Topic 0"
"450","ChIJE7WopWFFoA0RyIeETdh_bJI","Not even a single star if there were less than millions of stars it won't be enough for the bad work and behavior of the staff from the Director to the security you should win the Nobel Prize for bad service ever!! !! Messed up bunch","1.0","2023-06-12 14:43:33","Positive","en","Topic 1"
"451","ChIJE7WopWFFoA0RyIeETdh_bJI","L cashier wld lklb","1.0","2025-03-06 15:16:07","Neutral","en","Topic 2"
"452","ChIJE7WopWFFoA0RyIeETdh_bJI","Bad service, employees choose the hours that suit them to work, the one called raise is always on break she leaves the agency for as long as she wants leaving the client to wait for 20 minutes until she comes back, poor communication with clients and no respect","1.0","2021-03-01 12:54:07","Negative","en","Topic 2"
"453","ChIJE7WopWFFoA0RyIeETdh_bJI","the quality of service is one of the worst, if not the worst, that I have experienced
they all deserve dismissal without notice","1.0","2021-08-30 14:21:04","Negative","unknown","Topic 3"
"454","ChIJswFrIKFFoA0ROtLA-77abTo","Zero service","1.0","2024-01-09 10:22:30","Neutral","en","Topic 0"
"455","ChIJswFrIKFFoA0ROtLA-77abTo","","3.0","2024-09-11 21:19:34","Neutral","ht","Topic 0"
"456","ChIJlbmfdSlEoA0RIL7FE39G3UE","Bad service","1.0","2023-12-04 14:10:24","Negative","en","Topic 1"
"457","ChIJlbmfdSlEoA0RIL7FE39G3UE","Service nulllll","1.0","2023-08-22 15:48:51","Neutral","en","Topic 0"
"458","ChIJlbmfdSlEoA0RIL7FE39G3UE","Bad service","1.0","2021-10-11 08:14:05","Negative","en","Topic 1"
"459","ChIJlbmfdSlEoA0RIL7FE39G3UE","Poor level of customer relations on the part of some employees. Poor level of discipline of security agents
and also no compaitence 👎👎👎👎👎
bank is better to close it or change manager and users","1.0","2024-08-01 16:22:16","Negative","unknown","Topic 1"
"460","ChIJlbmfdSlEoA0RIL7FE39G3UE","Very poor service👎🏽👎🏽","1.0","2024-09-18 15:37:05","Negative","en","Topic 3"
"461","ChIJMQg3t-NFoA0R9TmIsPxFUJI","Not so bad and evrey body is nice ... Intel now best bank in moroccco as in my knowledge","4.0","2023-12-29 01:33:50","Positive","en","Topic 2"
"462","ChIJMQg3t-NFoA0R9TmIsPxFUJI","very very bad experience","1.0","2024-11-07 13:06:28","Negative","en","Topic 1"
"463","ChIJMQg3t-NFoA0R9TmIsPxFUJI","Too much carelessness, employees work as they please, one hour to get 3 people through, disaster agency","1.0","2025-02-24 13:58:05","Negative","en","Topic 3"
"464","ChIJMQg3t-NFoA0R9TmIsPxFUJI","the agency does not have sufficient chairs to safeguard the dignity of its customers who stand by during a very long service, also the security agent is disrespectful to customers, I hope you improve your service.","1.0","2024-04-05 10:32:04","Positive","en","Topic 1"
"465","ChIJMQg3t-NFoA0R9TmIsPxFUJI","Ga3 li ykhdm f cih bank zaml mn ghir security","1.0","2024-12-06 16:02:13","Positive","en","Topic 2"
"466","ChIJ4_FhlZnSpw0R1kfyVE0V5Ws","My husband wanted to take out 2000dh, the sustem crashed or wtv and the 2000dh got taken out of his credit without him having even touched it!!!!!! he kept waiting for an hour, he made calls, he sent an email, and still no answers. This was the last thing we needed while I was waiting to have a surgery. What a horrible bank and what a horrible experience for people who already have too much stress and too much on their plates to deal with.","1.0","2024-05-05 19:30:55","Negative","en","Topic 3"
"467","ChIJ4_FhlZnSpw0R1kfyVE0V5Ws","Very popular bank especially amongst students for what reason, i don’t know. Numerous complaints of poor costumer service. They should improve in that department ! I like their siege though.Great Architectural piece.","3.0","2018-04-02 13:59:33","Positive","en","Topic 1"
"468","ChIJ4_FhlZnSpw0R1kfyVE0V5Ws","One of the worst banks I've ever dealt with. Complained twice about same issue and I've been waiting for 2 month in vain, my issue is never resolved! They never reach out for an update and they never answer the phone. Not sure if they have a call center as no IVR as well, the phone keeps ringing and then it hangs up. Their customer service is useless, online banking is very basic. I do not recommend dealing with this bank at all. Worst of the worst!!","1.0","2023-07-10 13:07:47","Negative","en","Topic 3"
"469","ChIJ4_FhlZnSpw0R1kfyVE0V5Ws","Worst bank ever. Application is not working. Website is not working. When you call them you can't reach them. When you go to the office it takes half a day for a simple transfer. Spare yourself from the headache. Stressed ad rude employees.","1.0","2023-03-03 12:57:01","Negative","en","Topic 3"
"551","ChIJ2bKip8vKCw0ROQTaKL8MpJo","","3.0","2016-07-15 08:26:32","Neutral","ht","Topic 0"
"552","ChIJhYLWZG9spw0RDWMcefmlNEo","I haven't found a way to give 0 stars or less. Bad experience at the counter on a Sunday. A counter that swallows cards (2 cards were swallowed because I urgently needed money) because it physically blocks them when they are about to come out!!!!! Avoid!!!!!!!","1.0","2024-09-09 10:40:59","Negative","en","Topic 2"
"499","ChIJ0WEXlKWLnw0Rwg2QOlR1QC0","Substandard service, especially from the withdrawal or payment department","1.0","2025-01-15 11:51:17","Neutral","en","Topic 0"
"537","ChIJg_QV2OJEoA0RIB0lycIxJzE","","3.0","2018-12-03 18:58:41","Neutral","ht","Topic 0"
"470","ChIJ4_FhlZnSpw0R1kfyVE0V5Ws","Since 3 days I tried to call the headquarter for international transfer payment so the lady in the reception of the headquarter office in casablanca she’s the only one working in this building !!??
She transfer my call to different departments just to get an answer but no one take the call ?!?!
Is like that a BANK treats their costumers ?!?!?!?
CIH BANK marketing and ads in different side of the country but in their head office casablanca no one working at all during the working day and hours .
This message is for the General Manager of this head office
Man you need to make some spot check within your teams you are paying monthly salary for GHOST.
I’m still waiting for the approval so once you read this try to give me a courtesy call so we can finalize my subject.","1.0","2021-12-22 14:44:50","Positive","unknown","Topic 2"
"471","ChIJ_eBAMTo1oA0R_QMMDfGS4Bo","Zero service, an unpleasant agency, no professionalism.","1.0","2025-03-08 00:16:06","Negative","en","Topic 1"
"472","ChIJ_eBAMTo1oA0R_QMMDfGS4Bo","A real disaster the manager simply lied to me so that I could return to his bank.
To cash a check he did not have cash the same day even though I could have cashed my check elsewhere he assured me that he did not.
I came back on the indicated date to collect my cash the money was not there I had to wait again.
Really avoid even fleeing.","1.0","2022-08-24 10:21:53","Negative","unknown","Topic 1"
"473","ChIJ_eBAMTo1oA0R_QMMDfGS4Bo","Zero one deal, the manager didn't deal","1.0","2023-08-04 17:44:10","Neutral","en","Topic 0"
"474","ChIJ_eBAMTo1oA0R_QMMDfGS4Bo","They keep you entertained when you don't have a job","1.0","2021-12-16 10:26:27","Positive","en","Topic 3"
"475","ChIJ_eBAMTo1oA0R_QMMDfGS4Bo","Ne répondent pas au téléphone","1.0","2023-07-11 15:20:58","Neutral","fr","Topic 1"
"476","ChIJDwaKQrwkoA0R6NSGcTFXkEI","Lunch break of 30 minutes becomes more than 1 hour, even though the timetable says 8:15 a.m.-3:45 p.m.!!!!
At least someone all the time!!","1.0","2020-12-07 17:22:38","Neutral","unknown","Topic 0"
"477","ChIJDwaKQrwkoA0R6NSGcTFXkEI","Always stay in the pan, wahed the technicien toujours absent ma3rfnach chkon li khasso isawb dak guichet","1.0","2022-09-15 13:24:20","Neutral","en","Topic 0"
"478","ChIJDwaKQrwkoA0R6NSGcTFXkEI","9 babe","5.0","2023-03-28 04:26:11","Neutral","en","Topic 2"
"479","ChIJDwaKQrwkoA0R6NSGcTFXkEI","","5.0","2024-07-04 20:48:30","Neutral","ht","Topic 0"
"480","ChIJDwaKQrwkoA0R6NSGcTFXkEI","","1.0","2023-12-07 14:21:20","Neutral","ht","Topic 0"
