id,banque_id,auteur,commentaire,note,date_review,langue,sentiment,topic
279,ChIJtQWn8NVaoA0RJ74Te88W9ms,Janetta Maclean,Lack of customer service at this branch but affiliated with Bank of Nova Scotia in Canada so the ATM is good for Canadian cards.,3.0,2025-03-04 10:44:38,en,Positive,
280,ChIJtQWn8NVaoA0RJ74Te88W9ms,P S,Avoid this BMCI branch if you are a BNP customer in France. The ATM in this branch does not comply with BNP Global Network regulations and attempts to apply a surcharge to withdrawals which should be free for BNP customers with appropriate bank cards.,1.0,2024-07-20 00:12:33,en,Positive,
281,ChIJtQWn8NVaoA0RJ74Te88W9ms,zak hay,Impossible to get them on the phone. On my statement there are only product commissions. It's a real scam. Change bank,1.0,2021-03-12 11:32:40,en,Negative,
282,ChIJtQWn8NVaoA0RJ74Te88W9ms,KARIM AALJ,It is an agency of the BMCI banking chain.,4.0,2021-01-09 00:06:57,en,Neutral,
283,ChIJtQWn8NVaoA0RJ74Te88W9ms,Youssef Chafik,Mauvaise service,1.0,2023-04-21 11:07:20,fr,Neutral,
284,ChIJFYEw1eJEoA0RT6X-GOLQ280,Hicham Alaoui,"If there was the possibility of giving 0 stars I would have done so, incompetent staff who send you for later dates for not doing the job, endless waiting times at the agency for an acknowledgment of receipt. This agency destroys the image of BNP Paribas.",1.0,2022-04-22 14:41:09,en,Negative,
285,ChIJFYEw1eJEoA0RT6X-GOLQ280,IMAD TOUZANI,Advances and various banking services,3.0,2017-03-08 13:15:04,en,Neutral,
286,ChIJFYEw1eJEoA0RT6X-GOLQ280,zineb alaoui,they never answer the phone,1.0,2016-10-04 10:10:12,en,Neutral,
287,ChIJFYEw1eJEoA0RT6X-GOLQ280,noureddine noureddine,Very good,5.0,2015-04-22 19:12:29,en,Positive,
288,ChIJFYEw1eJEoA0RT6X-GOLQ280,Abdellah Tazi,,3.0,2017-11-23 12:31:43,en,Neutral,
289,ChIJjdtHgNlEoA0R_R1cEi14mFI,Wissal Benmoussa,"Bad service, they don't want to work!",1.0,2024-09-03 19:32:43,en,Negative,
290,ChIJjdtHgNlEoA0R_R1cEi14mFI,Lachgar Hind,Request a RIP certificate,2.0,2022-11-09 13:33:34,en,Neutral,
291,ChIJjdtHgNlEoA0R_R1cEi14mFI,lahya zineb,Poor service,1.0,2023-10-03 10:35:03,en,Negative,
292,ChIJjdtHgNlEoA0R_R1cEi14mFI,Abdou Benhallam,,3.0,2025-03-02 05:38:50,en,Neutral,
293,ChIJjdtHgNlEoA0R_R1cEi14mFI,ayoub nasri,,5.0,2024-03-28 11:19:05,en,Neutral,
294,ChIJqU1w29haoA0R-bY656hZXDI,ismail B,Good services 👌💯,5.0,2022-01-20 08:11:45,en,Positive,
295,ChIJqU1w29haoA0R-bY656hZXDI,nour el houda,"Service 0, I call to find out, the lady who answers doesn't even give me the time it seems she just wanted to tell, in this case why remove this phone number like that no one bothers you",1.0,2021-07-16 11:08:35,en,Neutral,
296,ChIJqU1w29haoA0R-bY656hZXDI,Hassan Almagribi,Good dealing with customers in general...,4.0,2019-09-20 22:43:34,en,Positive,
297,ChIJqU1w29haoA0R-bY656hZXDI,Nas Sim,Lack of credibility and selectivity in dealing,1.0,2021-04-30 23:02:07,en,Negative,
298,ChIJqU1w29haoA0R-bY656hZXDI,doha hamioui,,5.0,2022-10-15 04:58:38,en,Neutral,
299,ChIJWQm-N9xEoA0RiZCCPWiPq60,Nabil O.,"A very reliable Bank In & Outside of Morocco, the Staff are incredibly nice and caring. They can go above and beyond to serve you down to your preference of mobile tools for updates. I am very happy with the quality of service, the agency's proximity, and the people's humanity.",5.0,2023-11-01 17:02:15,en,Positive,
300,ChIJWQm-N9xEoA0RiZCCPWiPq60,Hafsa Merzouk,"Faulty computer system, bank card full of operating problems, e-commerce provision automatically activated without customer consent (and its cancellation is impossible...). Poor quality of service, you have to contact the agency several times to resolve an operating problem created by the bank itself and no solution in the end. I am closing my account with them.
Conclusion: BMCE = Source of problems. Strongly not recommended.",1.0,2024-03-07 14:58:37,unknown,Negative,
301,ChIJWQm-N9xEoA0RiZCCPWiPq60,Reda arharbi,The worst bank in Morocco avoided like the plague no cashier (He went to eat or not there yet) zero services I withdraw 2 of my accounts,1.0,2023-10-30 09:57:11,en,Negative,
302,ChIJWQm-N9xEoA0RiZCCPWiPq60,sabrine,I tried to contact them for a very important matter; The phone rings and no one answers.,1.0,2023-10-23 12:49:38,en,Neutral,
303,ChIJWQm-N9xEoA0RiZCCPWiPq60,Badreddine Sebaoui,"It works well, but the services are not very good, such as CRIDET CARD INTERNATIONAL",4.0,2021-01-25 21:08:31,en,Negative,
304,ChIJiUInnN9EoA0R-6Lb31S6QPw,Rachid Zohair,Disservice,2.0,2025-02-25 16:08:14,de,Neutral,
305,ChIJiUInnN9EoA0R-6Lb31S6QPw,iliass Lorca,"I am really disappointed with the staff, neither communication nor reception, not recommended.",1.0,2023-09-22 14:24:37,en,Negative,
306,ChIJiUInnN9EoA0R-6Lb31S6QPw,H TO B,Friendly service..,5.0,2018-06-02 10:53:15,en,Positive,
307,ChIJiUInnN9EoA0R-6Lb31S6QPw,IMAD,Poor service,1.0,2020-12-21 10:43:05,en,Negative,
308,ChIJiUInnN9EoA0R-6Lb31S6QPw,Omar Jelloul,A real bank,5.0,2018-03-03 11:13:33,en,Neutral,
309,ChIJGe91qy0zpg0RcNx8NoSirzY,faye aita,"I have never encountered such a lousy agency, lack of professionalism since November 2023 I have not been able to receive the code of my card better want to close the bank",1.0,2024-04-29 07:33:48,en,Positive,
310,ChIJGe91qy0zpg0RcNx8NoSirzY,HICHAM EL HASNAOUI,"The worst banking agency ever, bad treatment, the information system is always a loser, the people who serve are wasteful and have no respect for time... Important 0",1.0,2016-11-14 18:45:08,en,Negative,
311,ChIJGe91qy0zpg0RcNx8NoSirzY,Qamar Mokhtar,Disservice. Lack of skills.,1.0,2017-07-02 00:02:27,en,Negative,
312,ChIJGe91qy0zpg0RcNx8NoSirzY,Marwane,,2.0,2017-07-08 00:35:56,en,Neutral,
313,ChIJGe91qy0zpg0RcNx8NoSirzY,ELBAHOUI Ahmed,,4.0,2017-04-24 21:43:35,en,Neutral,
314,ChIJ-xDbz8rEoQ0RS2W4mnEO7fM,H TO B,Moderate service,2.0,2017-10-02 12:24:22,en,Neutral,
315,ChIJ-xDbz8rEoQ0RS2W4mnEO7fM,OUSSAMA NAZIH,,3.0,2015-12-03 18:37:14,en,Neutral,
316,ChIJVeARpUGLnw0RS0-jWkhiNKI,Mo Amor,very rude people working in this bank. I would close my acct if I had one with this bank.,1.0,2021-01-04 14:38:25,en,Negative,
373,ChIJUd5ICwbvrw0RkwChea00CUQ,g2a 6553,Every other atm of the chain shows that there is a fee to get money with a foreigner creditcard. The Atm in the inside of the bank didnt show me that and I was very happy about saving the fee. In the end they still charged me a 33MAD fee. Very intransparent,1.0,2023-01-17 11:32:51,en,Positive,
317,ChIJVeARpUGLnw0RS0-jWkhiNKI,Meryem MEL,"Incompetent staff... more than a year of waiting to get control of the mortgage on our apartment! And that we still haven't had? And most extraordinary, the director “without naming her” says that she is not responsible!!! We are still waiting, just unacceptable..PS: little advice, Avoid this agency with VERY bad image of BMCI.",1.0,2018-06-05 15:24:46,en,Negative,
318,ChIJVeARpUGLnw0RS0-jWkhiNKI,skazi Fechkal,"The Moroccan Bank for Commerce and Industry (BMCI) is one of the most widely used financial institutions currently in Morocco because of the quality of its services and banking products offered as well as its approach to its customers, whether direct or remotely.

BMCI was actually created in 1943 but in order to have a close financial relationship between France and Morocco, the BNP Paribas Group which is a public limited company had taken it among its subsidiaries in 1964. The network being integrated into the euro zone and which currently covers more than 80 countries internationally. This had obtained through the BNP several partners throughout the world, apart from the BMCE Bank which is already established in Morocco as well as the Attijariwafa bank, the Casablanca Stock Exchange and the Banque Populaire du Maroc, we can cite a few placed in certain regions: in Burkina Faso, in Algeria, in the Comoros, in Benin in Cameroon, in Cape Verde, in China, in Gabon, in the Congo in Madagascar, in Brazil, in Togo, Cambodia, Turkey, Mauritius, Guinea, Sri Lanka, and Haiti…

The important strengths which motivated customers to be interested in opening an account with it are mainly because of its fairly reasonable prices compared to other organizations, opening an account is very easy and almost free of charge; by the diversification of the ranges of credits granted, many people are pushed to integrate into it.

Its speed in transactions is widely recognized; its attractive interest and foreign exchange rates are encouraging. Its collaboration with Western Union and other entities by acting as an intermediary in the money transfer system from inside to outside or vice versa, provides it with many advantages both in its relationships with customers and in its own turnover obtained by the commissions received.

Regarding the financial results, BMCI was able to bring out an increase of 4.5% in products in 2014 compared to those of 2013 despite the drop in the BNP Group's results of 33%. On the other hand, the operating coefficient of the said is 48% which still places it among the best Moroccan banks.

The future outlook for BMCI is flourishing in all discount and credit banking operations.",4.0,2019-03-19 22:19:18,unknown,Positive,
319,ChIJVeARpUGLnw0RS0-jWkhiNKI,El Mostafa Zeggauoi,"a good agency, located in a good place, well secured, good service",4.0,2020-01-03 00:22:51,en,Positive,
320,ChIJVeARpUGLnw0RS0-jWkhiNKI,KARIM AALJ,It is a bank of the BMCI chain.,4.0,2020-12-08 12:31:22,en,Neutral,
321,ChIJrQM6LxV9oA0R5-bOqgOUmb4,Hassan Almagribi,Very good service.......with customers,5.0,2019-10-19 10:24:36,en,Positive,
322,ChIJrQM6LxV9oA0R5-bOqgOUmb4,Abdlohab Binhamo,,5.0,2017-06-29 21:18:24,en,Neutral,
323,ChIJoekoXRYtpg0Rp_WCMkXuixY,Med El Habib El Kouchi,"Worst service ever. 3 years that i'm obliged to go there for deposit operations. Never have I been able to spend less than at least 40min queuing. If you're in a hurry, i recommand you visit another agency",1.0,2022-03-16 12:36:22,en,Negative,
324,ChIJoekoXRYtpg0Rp_WCMkXuixY,Brahim Khamassi (‫إبراهيم خماسي‬‎),BMCI BANK,5.0,2017-07-19 11:23:35,fr,Neutral,
325,ChIJoekoXRYtpg0Rp_WCMkXuixY,jeannette senghor,"Good morning,

I will tell my story with the bmci, express my fed up
I must clarify that AXA insurance was imposed on me without my consent
When I made the observation to my manager I received the information according to which
I can cancel it after one (01) year.
on February 14, 2024 I went to the bmci located in La Colline to request an arrest of
insurance as well as a reimbursement..
My residence permit expired in January 2024, my manager asks me to renew it
I presented myself on March 14, 2024 with the new residence permit, the cancellation request was made (signed).
Since March 14, 2024 to today September 21, 2024 I have not had a refund
My own money! Even though I didn't ask for anything!
After numerous steps and reminders to my manager, I contacted the bmci 2828 complaints service, my first call to 2828 dates back to August 1, 2024.

With 2828 it's always the same message: 
etc...
Just clarify that the waiting time + identification takes time. It takes a minimum of 7 minutes to get someone on the line.

In short, 2828 eats up your call minutes
Sorry for the length of the text, in summary: I have been chasing my money since March 14, 2024 until today and I am hostage to the bmci!
Inshallah the day the amount is returned to me I will make a new post.

I even regret the 1 star that I give you🤦, no choice

Salam 3leykoum!",1.0,2024-09-21 18:54:03,unknown,Negative,
326,ChIJoekoXRYtpg0Rp_WCMkXuixY,Hatim EL YAAGOUBI,"Najmah staff must be trained on welcoming customers and putting them at the center of interest.
How an unfriendly consultant can find himself in front of clients is natural rejection.
Remember to share the bank's telephone number on Google.. ald to force customers to go there for each request",1.0,2023-10-02 11:36:48,unknown,Positive,
327,ChIJoekoXRYtpg0Rp_WCMkXuixY,Nacer SLAOUI,"It's been 4 weeks since I asked for a show of hands even though they were paid. Each person online promises it to you within the day and the next day when I call, it's another person who of course knows nothing. In addition, they respond 1 time out of 10. Strongly not recommended. Amateur service.",1.0,2022-08-12 18:31:57,en,Positive,
328,ChIJeyd6BmqLnw0RcrW0NDKVhvk,alaoui abderafi,scam,1.0,2022-11-21 15:45:49,la,Negative,
329,ChIJeyd6BmqLnw0RcrW0NDKVhvk,HAKI SAB,No return on a claim to access the account. My father has not had access to his account since August. Several emails and complaints made remained pending. Establishment which does not respect the requirements brought by the group to flee.,1.0,2024-01-28 14:36:20,en,Negative,
330,ChIJeyd6BmqLnw0RcrW0NDKVhvk,Legi Haw,"Very good bench. We needed cash in small bills. The ATM only gave us 100 or 200...
The manager helped us very well and provided great service.
The arrangements with a translator went wonderfully.",5.0,2023-05-16 15:31:14,unknown,Positive,
331,ChIJeyd6BmqLnw0RcrW0NDKVhvk,Stéphane K,I love this bank,5.0,2022-07-22 09:26:51,en,Positive,
332,ChIJeyd6BmqLnw0RcrW0NDKVhvk,younes younes,Personnel incompétent,1.0,2018-05-08 20:17:40,fr,Neutral,
333,ChIJVeARpUGLnw0RH1aQ0CP6wOM,Stéphane K,"Loyal and respectful towards these customers.
The mark of difference",5.0,2022-08-16 14:37:32,unknown,Positive,
334,ChIJVeARpUGLnw0RH1aQ0CP6wOM,El Mostafa Zeggauoi,Good agency and good service,4.0,2019-12-01 16:46:51,en,Positive,
335,ChIJVeARpUGLnw0RH1aQ0CP6wOM,Aymane Ezzouaine,,5.0,2016-04-11 12:07:21,en,Neutral,
336,ChIJz3lDjXBspw0RokwJHxJ4Mvc,gsm solution,Good service,5.0,2023-07-27 01:35:29,en,Positive,
337,ChIJz3lDjXBspw0RokwJHxJ4Mvc,S E,"I recommend this agency because, since it was taken over by Ms. Nadia Elalami, requests have been handled with quality and efficiency and commitments are met as quickly as possible.",5.0,2025-02-07 14:38:01,en,Positive,
338,ChIJz3lDjXBspw0RokwJHxJ4Mvc,Abdellah Bouzid,"They work on Saturday morning, which is very interesting, however they close on Monday morning",4.0,2016-06-07 22:54:10,en,Positive,
339,ChIJz3lDjXBspw0RokwJHxJ4Mvc,Liga Tab,Bad services + scam + lack of respect + total incompetence 😠😠😠😠,1.0,2020-08-06 14:11:00,en,Negative,
340,ChIJz3lDjXBspw0RokwJHxJ4Mvc,Mina Mina,"Very unpleasant and incompetent staff, you have to intervene quickly!!!!!",1.0,2020-03-19 11:38:06,en,Negative,
341,ChIJ5_-j0WuboA0R7Unt9UbMKhA,erissay,Service drive dispo,3.0,2016-07-10 20:16:18,en,Neutral,
342,ChIJA-QXppvSpw0RBeygRvb3y6c,mary faty,"Good morning

I went on Tuesday 04-21-2020 to the BMCI CASA MANDARONA agency in Sidi Marrouf for clarification following several withdrawals from my bank account;

I regret today to share with you my strong dissatisfaction with the customer service called Mr MEHDI.

waiting for a response to my posted opinion

my greetings",1.0,2020-04-22 09:44:09,unknown,Positive,
343,ChIJA-QXppvSpw0RBeygRvb3y6c,عبد الحق الراجي,"It is one of the worst banking agencies to deal with. The employees of this agency lack professionalism. I closed my bank account with a written request and they approved it in the banking agency. After a year, I was surprised that the account had not been closed. I wanted the employees of the bank to have crutches. I walked up to them and they told me that you can get rid of Dakshi, perhaps, but fortunately for me, I was saved. It is confirmed that I have closed the account this year. Be careful and beware of your children, and it is best not to deal with them.",1.0,2021-03-23 12:54:39,en,Positive,
344,ChIJA-QXppvSpw0RBeygRvb3y6c,Christophe Sandecki,"International transfer, no one responds, On Bnp I contacted the managers of the bnp in order to immediately transfer Asmaa LAHLOU and Abdelilah AICHI also made contact with other people who will do cleaning, false telephone and false information",1.0,2021-11-25 10:42:01,en,Negative,
345,ChIJA-QXppvSpw0RBeygRvb3y6c,Bennouna Leila,Incompetent agency useless service lousy application I advise you cih,1.0,2020-12-01 14:39:24,en,Negative,
346,ChIJA-QXppvSpw0RBeygRvb3y6c,Mouâd Benakka,Not at all satisfied with the service. Still unreachable on phone,2.0,2019-12-11 15:02:20,en,Negative,
374,ChIJUd5ICwbvrw0RkwChea00CUQ,Alexander Novikov,"I was waiting for more than an hour to get served. I also asked a lady who work there to share internet code, but got ignored.",2.0,2024-01-15 17:04:16,en,Negative,
347,ChIJTcRRzBTvrw0Rha_iWlunsK0,NADIA JOST,"A bank that wants to be luxury, but no flexibility, a lot of inconsistencies in their words, as it is new to the banking market, they hide behind the exchange office when they do not have the solution, claiming not to want to take any risks to be well ranked on the banking market. Keep your money at home, you will manage it much better.",1.0,2024-03-15 19:58:35,en,Neutral,
348,ChIJTcRRzBTvrw0Rha_iWlunsK0,Radouane Tergui,,5.0,2025-01-26 03:58:03,en,Neutral,
349,ChIJTcRRzBTvrw0Rha_iWlunsK0,Bob Kika,,3.0,2020-09-13 12:57:58,en,Neutral,
350,ChIJ-9WoDh6Lnw0RFijpHhfapZk,Moaad Sadiki,"I would like to express my gratitude to CFG Bank for their outstanding services and professionalism. A special thank you to Mr. Naoufal for going above and beyond to ensure a seamless and exceptional banking experience. His willingness to go the extra mile truly set him apart. It’s reassuring to know that such committed individuals are part of the CFG team. Thank you once again, Mr. Naoufal, for your excellent service!",5.0,2024-11-11 18:26:38,en,Positive,
351,ChIJ-9WoDh6Lnw0RFijpHhfapZk,Mfalhi Mohammed,Bank,5.0,2018-11-01 13:15:53,en,Neutral,
352,ChIJ-9WoDh6Lnw0RFijpHhfapZk,Alex,"Bad treatment, absence of most employees
Really bad service, I had the worse experience for opening a checking account",1.0,2022-03-29 14:02:03,unknown,Negative,
353,ChIJ-9WoDh6Lnw0RFijpHhfapZk,Stef Ely,,5.0,2025-03-21 23:44:08,en,Neutral,
354,ChIJ-9WoDh6Lnw0RFijpHhfapZk,Belkaid Chaymae,,5.0,2024-10-28 16:56:47,en,Neutral,
355,ChIJZ6mptebSpw0R5YT8fMPuPzM,Samia Lahlou,"Very bad experience! Be careful, don't use ATMs!
He did not distribute my money to me even though my account was debited!
Don't count on CFG customer service to help you, they won't, they will send you to your bank when it is their ATM that is faulty.
Disappointment.",1.0,2022-08-28 18:31:24,unknown,Negative,
356,ChIJZ6mptebSpw0R5YT8fMPuPzM,Ahmed Ebbour,,5.0,2023-11-13 05:51:28,en,Neutral,
357,ChIJjTAUzJktpg0RavDdtF00ocU,Younes Benriyene,,5.0,2020-05-20 17:05:56,en,Neutral,
358,ChIJAZc0qAlapw0RIdDPx2in-Fw,NABIL EL AATIFY,,5.0,2025-01-04 22:50:41,en,Neutral,
359,ChIJAZc0qAlapw0RIdDPx2in-Fw,Stef Ely,,5.0,2024-04-29 09:39:42,en,Neutral,
360,ChIJAZc0qAlapw0RIdDPx2in-Fw,Zakri Arbi,,5.0,2022-09-28 12:57:17,en,Neutral,
361,ChIJ-SwZlK54DA0R_7RRaOGGNKo,Kenneth Tangerois3 Maroc,"This new bank opened in March 2018. CFG Bank is located directly next door to another large bank, BMCI, at the Place du Koweit (""Iberia""), and also next to La Gelateria, a popular upscale cafe and restaurant. Formerly the location was a pleasant Italian restaurant called Luigi's. The large mosque Mohammed V is directly across the street.

It is unfortunate that the designer/architect felt it necessary to partially remove the upper stone exterior since it was part of the apartment building’s original structure and destroys the building architect's design. It should not have been allowed.

That said, this bank is fairly attractive inside, though sparce and very quiet. There is a separate ATM machine outside and another one inside. I had thought about opening an account at the CFG Bank, but after an inquiry I was told by an employee that I must be a resident of Morocco.

I do have an account at a BMCI Bank and residency was not required, only my passport was necessary. CFG Bank is based in Casablanca, and as far as I know, it is the only CFG Bank in Tangier.",3.0,2018-07-07 14:53:51,unknown,Positive,
362,ChIJ-SwZlK54DA0R_7RRaOGGNKo,Moulay hachem Charaf,"Despite the lack of agencies, the customer service is great !",5.0,2025-01-01 08:52:27,en,Positive,
363,ChIJ-SwZlK54DA0R_7RRaOGGNKo,Chraibi Adam,"Had some small problems with the Bank at 1st but all good now, this Bank is amazing customer service is amazing International transfers are fast.",5.0,2022-02-19 06:55:20,en,Positive,
364,ChIJ-SwZlK54DA0R_7RRaOGGNKo,Amine Amrani,"The experience was very bad. Even if I informed the bank that I'm passing by, nothing has been done.",1.0,2022-06-24 10:21:49,en,Negative,
365,ChIJ-SwZlK54DA0R_7RRaOGGNKo,Mbf,Toop agance,5.0,2024-05-06 15:25:57,pl,Neutral,
366,ChIJt1BiwDETpw0R3g5ccWNwj0E,LK TE,"I opened a cfg account thinking I would benefit from a decent service, but I was really disappointed. Already the advisors are haughty and if we don't have millions in the account, we aren't very well received. Also The banking application is slow, and is one of the worst on the market, even the one from cih is far better. In short, it's not worth it, you won't find the service you're hoping for and you'll waste your time and energy.",1.0,2023-06-20 22:02:49,en,Negative,
367,ChIJt1BiwDETpw0R3g5ccWNwj0E,hanane el,"I opened my account remotely with an advisor at Casa, he was great!!! Very responsive and very accommodating!
I was in Rabat I needed to do my operations on site I went to the nearest agency (Hay riad) a real disaster!! The person who took care of me is very kind but unfortunately kindness is not everything !!Incredible waiting time! Reactivity at -0!
For a very simple transaction we had to go to the bank several times!
I think the bank is good but it depends who you end up with!",1.0,2022-04-26 12:38:43,unknown,Positive,
368,ChIJt1BiwDETpw0R3g5ccWNwj0E,Aero Astronaut,"CFG Bank branch located in the future Ennakhil Hay Riad near the View Rabat hotel
Fast service and professional team",5.0,2022-07-03 11:36:30,unknown,Neutral,
369,ChIJt1BiwDETpw0R3g5ccWNwj0E,I T,I had an excellent experience with CFG Bank. The service was impeccable and the staff very professional. I highly recommend this bank to everyone,5.0,2023-08-27 19:31:11,en,Positive,
370,ChIJt1BiwDETpw0R3g5ccWNwj0E,Mouad,"The worst bank I have ever seen!!! It takes 66dh per month from you for a pretty lousy service! 4 times my bank card has been swallowed by the counters because of their rotten systems! Each time they tell me that the problem will be resolved within 24 hours and always the same problem! Not forgetting an overdraft request for 2000dh which has been 1 month now since I got any response!! Without forgetting that I deposited my salary direct debit in February with them to reduce the monthly fees to 33dh and until now I have been billed for two months at 66dh! Sincerely I regret having set foot in this bank at the beginning it fascinates you with the advanced equipment but then you discover that it is a fairly materialistic bank, they need customers with millions that's why their agencies are in strategic locations.",1.0,2019-05-15 11:10:24,en,Negative,
371,ChIJUd5ICwbvrw0RkwChea00CUQ,Emre Candan,"This is the best Bank which I have experienced in Morocco. They are professional and friendly, they're always ready for help you, I do sincerely recommend you, by the way thank you very much to Miss Salma",5.0,2024-08-26 18:26:09,en,Positive,
372,ChIJUd5ICwbvrw0RkwChea00CUQ,Mouna Ahmed N.,"I had horrible experiences with Moroccan banks, such as poor customer service, delayed transactions, broken ATMs, and so on, until I heard about CFG Bank. I signed up as a client, they treated me like a princess! Every time I call their call center, they respond quickly... they even call you back if they miss your call, which is unusual for banks here. The staff are incredibly humble and friendly. I hope they open more offices across the city and country. I think their monthly charge is not expensive in comparison to what they're delivering. You want ra7t lbal you pay for it!",5.0,2023-04-10 12:29:12,en,Negative,
375,ChIJUd5ICwbvrw0RkwChea00CUQ,Hicham Sami,"Service is catastrophic. You wait for hours and when it's your turn they say yes, come back tomorrow",1.0,2024-03-26 16:45:16,en,Negative,
550,ChIJ2bKip8vKCw0ROQTaKL8MpJo,Nora Loka,,5.0,2016-12-12 16:57:40,en,Neutral,
376,ChIJW8vItj7Tpw0RkPxPuG_t5d0,NOUR-1,"This well be really nice building, for the best Bank in Morocco. Their service is outstanding.Great job CFG",5.0,2022-10-05 03:39:37,en,Positive,
377,ChIJW8vItj7Tpw0RkPxPuG_t5d0,Boujemaa Ja,,5.0,2024-11-07 10:43:42,en,Neutral,
378,ChIJW8vItj7Tpw0RkPxPuG_t5d0,Larabou Ousmane,,5.0,2024-09-15 18:29:39,en,Neutral,
379,ChIJW8vItj7Tpw0RkPxPuG_t5d0,Daniel Amaral,,5.0,2024-09-03 22:58:00,en,Neutral,
380,ChIJW8vItj7Tpw0RkPxPuG_t5d0,Houcine Bekkouche,,5.0,2024-08-30 10:17:41,en,Neutral,
381,ChIJRf-Vfi0tpg0R-pWKt1CkB-A,Wyame Arafa,,5.0,2025-02-06 10:08:29,en,Neutral,
382,ChIJRf-Vfi0tpg0R-pWKt1CkB-A,Mohamed ZIZI,,5.0,2017-11-21 11:24:05,en,Neutral,
383,ChIJ2wqrkL3Spw0REE-Km34IMLc,Simed Berrada Alami,I love your transparency and honesty. Focusing too much on Good looking and shining 🌟 Outlook while underperforming in client advisory and providing necessary information ℹ️ don't seem to be a good strategy. Can be better. You deserve better! Good luck 🤞,3.0,2021-11-09 12:03:18,en,Positive,
384,ChIJ2wqrkL3Spw0REE-Km34IMLc,Hind Khouyibaba,Complaint processing time for unsuccessful withdrawal already 1 month and still no response. Very disappointing,1.0,2025-02-06 13:00:40,en,Negative,
385,ChIJ2wqrkL3Spw0REE-Km34IMLc,Amine M,"I would like to share my positive experience with my professional bank. The services offered are truly excellent and the staff are incredibly attentive to my needs. In particular, I would like to warmly thank the lady in the office who is always available to help me find solutions for my professional needs.

His attention and patience allowed me to resolve many problems and obtain clear answers to my questions. It is always a pleasure to do business with her and I am delighted to receive such excellent customer service.

Overall, I highly recommend this professional bank to anyone looking for quality banking services and attentive, knowledgeable staff. Thanks again to the whole team for their excellent work!",5.0,2023-04-28 02:37:32,unknown,Positive,
386,ChIJ2wqrkL3Spw0REE-Km34IMLc,Mehdi Battache,"I should have seen the Google reviews before choosing this agency. A bank that I highly recommend, but unfortunately an agency that I strongly advise against. Not available, ZERO customer service and above all an advisor (Myriam R) who looks down on you, unprofessional and never available. She's the worst advisor I've had since opening my first bank account!!!!
In my opinion, I think she chose the wrong profession. I don't know what she can do in her life but one thing is sure not to be a bank advisor.

If I could give this agency zero stars, I would!!!",1.0,2021-06-01 14:04:56,unknown,Negative,
387,ChIJ2wqrkL3Spw0REE-Km34IMLc,jean falaise (Asting Invest),"Horrible contact with this office, always absent, no phone answer, when they have a problem it's up to you to solve it, the ATM doesn't work, they refuse to take checks and the answer is; I quote; find another ATM that works if you want to deposit your check, we are not allowed to take it in an agency!!!
As if a business manager had the time to go around the ATMs of Casablanca to deposit a check.
I strongly advise against this bank.",1.0,2021-08-13 11:20:48,unknown,Negative,
388,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,Smart Edge,Belle architecture,4.0,2017-02-21 08:39:23,en,Neutral,
389,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,Aziz HAKIM,"I am extremely disappointed with the service offered by this agency. To certify a check, I followed their instructions and submitted an application as requested. However, they required that this request be written on letterhead, which seems unnecessary and unjustified to me in this specific case.

I had to wait a very long time for a service that was nevertheless simple. The staff was unwelcoming and unprofessional. My problem was only taken seriously after the intervention of an influential lady in the field, which is unfortunate for an ordinary customer.

As a customer, I expected more serious, rapid and respectful treatment.
This experience left me with a very negative impression, and I am now considering other banking options if improvements are not made.

I hope that the bank will take concrete measures to strengthen the quality of its services and better meet the expectations of its customers in the future.",1.0,2025-01-15 11:24:06,unknown,Negative,
390,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,Adil Reda,A somewhat amateur bank. We just keep the account until the end of the annual commitment but otherwise we no longer use it. Exhorbitant prices for a lack of information and poor service. Only the armchairs are good.,1.0,2025-03-10 10:04:04,en,Negative,
391,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,alee bendaoud,"warm welcome respectful hotline but nothing is done, really disgusted with this bank",1.0,2024-11-07 16:19:55,en,Negative,
392,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,Yassine Medaghri Alaoui,"Horrible experience, 45 minutes to get to the checkout, 4 checkouts available, one person working. A very cold welcome.",1.0,2022-01-17 15:15:37,en,Neutral,
393,ChIJ4TdNue_Spw0R814ilyi3oxQ,M A,"Zero customer service.
I asked to open an account they asked for my Morocan id, I have Moroccan and American passports and driver license and none work for them . I needed Morocan ID to open an account? Morocan passport Hase everything on the ID . Plus no one can have a passport with out ID. Just forget mine back in the states.
Shame that this things happen in 2024",1.0,2024-08-12 12:17:22,unknown,Negative,
394,ChIJ4TdNue_Spw0R814ilyi3oxQ,Adame Dahmani,Hard to get on the phone... Emails can take days with no answer.,1.0,2020-03-26 15:11:07,en,Negative,
